cust_id,year,emp_length_int,home_ownership,home_ownership_cat,income_category,income_cat,loan_amount,loan_term,loan_term_cat,purpose,purpose_cat,interest_payments,interest_payment_cat,loan_condition,loan_condition_cat,interest_rate,grade,grade_cat,dti,total_pymnt,total_rec_prncp,recoveries,installment,Account No,Transation_Date,TRANSACTION DETAILS, WITHDRAWAL AMT , DEPOSIT AMT ,BALANCE AMT,Surname,CreditScore,Geography,EstimatedSalary,Taxrating_2019,Taxrating_2018,Taxrating_2017
5816,2011,4,MORTGAGE,3,Low,1,21850, 36 months,1,debt_consolidation,6,Low,1,Good Loan,0,12.42,B,2,14.93,26280.40256,21850,0,730.13,409000005815,20-Jul-18,Indiaforensic MASTER ACQ DOM2007,,2137265.63,-541263554.71,Sternberg,802,Germany,169183.66,0,1,0
5817,2011,10,RENT,1,Low,1,11400, 36 months,1,other,4,Low,1,Good Loan,0,7.51,A,1,1.72,12764.61217,11400,0,354.67,409000005816,20-Jul-18,Indiaforensic MASTER INT 190718,,2764.47,-541260790.24,Adams,547,France,80262.91,0,1,0
5818,2011,6.05,OWN,2,Low,1,7000, 36 months,1,other,4,Low,1,Bad Loan,1,7.51,A,1,22.05,5834.03,4760.04,300.79,217.78,409000005817,20-Jul-18,TRF TO  Indiaforensic SERVICES I,"5,000,000.00",,-546260790.24,Gray,613,Germany,8751.59,0,1,0
5819,2011,6,MORTGAGE,3,High,3,35000, 36 months,1,debt_consolidation,6,Low,1,Bad Loan,1,10.65,B,2,8.96,35865.92,29516.29,20.79,1140.07,409000005818,20-Jul-18,TRF TO  Indiaforensic SERVICES I,"1,000,000.00",,-547260790.24,Shepherd,592,Germany,102628.98,0,1,0
5820,2011,10,MORTGAGE,3,Low,1,7000, 36 months,1,car,2,Low,1,Good Loan,0,6.03,A,1,11.69,7669.571937,7000,0,213.05,409000005819,20-Jul-18,TRF TO  Indiaforensic SERVICES I,"1,000,000.00",,-548260790.24,Walton,546,France,94823.95,0,1,0
5821,2011,2,RENT,1,Low,1,1600, 60 months,2,other,4,High,2,Good Loan,0,20.3,E,5,0,2239.14,1600,0,42.66,409000005820,20-Jul-18,Indiaforensic RUPAY POS C2 ACQ20,,548939.88,-547711850.36,Yang,721,Germany,90821.66,0,1,0
5822,2011,0.5,RENT,1,Low,1,5000, 36 months,1,credit_card,1,Low,1,Good Loan,0,11.71,B,2,23.9,5952.594722,5000,0,165.38,409000005821,21-Jul-18,Indiaforensic VISA ACQ DOM210718,,2761926.02,-544949924.34,Barnett,671,Germany,153194.32,0,1,0
5823,2011,4,RENT,1,Low,1,9800, 36 months,1,debt_consolidation,6,High,2,Good Loan,0,13.49,C,3,23.34,11971.78385,9800,0,332.52,409000005822,21-Jul-18,Indiaforensic RUPAY POS ACQ21071,,1729353.15,-543220571.19,Romani,624,Spain,87310.59,0,1,0
5824,2011,5,MORTGAGE,3,Low,1,8000, 36 months,1,debt_consolidation,6,High,2,Bad Loan,1,16.77,D,4,3.01,4281.69,2643.08,307.65,284.31,409000005823,21-Jul-18,TRF TO  Indiaforensic SERVICES I,"5,000,000.00",,-548220571.19,Greene,751,Germany,146411.41,0,1,0
5825,2011,6,RENT,1,Low,1,6000, 36 months,1,credit_card,1,Low,1,Good Loan,0,12.69,B,2,17.29,7244.457499,6000,0,201.27,409000005824,21-Jul-18,Indiaforensic RUPAY POS C2 ACQ21,,592541.41,-547628029.78,Hart,636,Spain,74048.10,0,1,0
5826,2011,9,MORTGAGE,3,Low,1,15000, 60 months,2,debt_consolidation,6,High,2,Bad Loan,1,14.27,C,3,8.09,16108.05,10410.96,0,351.13,409000005825,23-Jul-18,Indiaforensic VISA ACQ DOM220718,"10,217.79",,-547638247.57,Johnston,607,Spain,23386.77,0,1,0
5827,2011,6,MORTGAGE,3,Low,1,10000, 36 months,1,small_business,3,High,2,Good Loan,0,13.49,C,3,10.82,12213.50623,10000,0,339.31,409000005826,23-Jul-18,Indiaforensic RUPAY POS ACQ22071,,1612004.04,-546026243.53,Miller,509,Germany,92898.17,0,1,0
5828,2011,0.5,RENT,1,Low,1,7000, 36 months,1,debt_consolidation,6,Low,1,Good Loan,0,12.42,B,2,3.55,8434.201669,7000,0,233.91,409000005827,23-Jul-18,Indiaforensic VISA ACQ DOM230718,,5472894.38,-540553349.15,Robson,653,Spain,45956.05,0,1,0
5829,2011,7,MORTGAGE,3,Medium,2,16000, 36 months,1,debt_consolidation,6,Low,1,Good Loan,0,6.03,A,1,6.35,16828.28,16000,0,486.97,409000005828,23-Jul-18,Indiaforensic RUPAY POS ACQ23071,,1122498.77,-539430850.38,Wallace,709,Spain,71738.56,0,1,0
5830,2011,10,MORTGAGE,3,Medium,2,11000, 36 months,1,home_improvement,7,Low,1,Good Loan,0,6.03,A,1,8.7,12052.14439,11000,0,334.8,409000005829,23-Jul-18,Indiaforensic RUPAY POS C2 ACQ23,,1003030.61,-538427819.77,Cross,559,France,103560.98,0,1,0
5831,2011,1,RENT,1,Low,1,4200, 60 months,2,debt_consolidation,6,High,2,Good Loan,0,14.27,C,3,19.62,5260.69,4200,0,98.32,409000005830,23-Jul-18,Indiaforensic MASTER INT 200718,,10735.62,-538417084.15,Marcum,684,Germany,52367.29,0,1,0
5832,2011,1,MORTGAGE,3,Low,1,9500, 36 months,1,car,2,Low,1,Good Loan,0,7.51,A,1,2.78,10035.06,9500,0,295.56,409000005831,23-Jul-18,TRF TO  Indiaforensic SERVICES I,"1,000,000.00",,-539417084.15,North,635,France,152916.05,0,1,0
5833,2011,7,MORTGAGE,3,Low,1,8000, 36 months,1,credit_card,1,Low,1,Good Loan,0,6.62,A,1,17.02,8625.83,8000,0,245.63,409000005832,23-Jul-18,TRF TO  Indiaforensic SERVICES I,"8,800,000.00",,-548217084.15,Mao,709,France,4410.77,0,1,0
5834,2011,9,MORTGAGE,3,Low,1,12000, 36 months,1,credit_card,1,Low,1,Good Loan,0,6.62,A,1,13.21,13089.58789,12000,0,368.45,409000005833,23-Jul-18,Indiaforensic VISA ACQ INT 19071,,2816.93,-548214267.22,Calabrese,656,Germany,74771.22,0,1,0
5835,2011,2,RENT,1,Low,1,15000, 36 months,1,small_business,3,Low,1,Good Loan,0,7.9,A,1,11,16698.18,15000,0,469.36,409000005834,23-Jul-18,Indiaforensic MASTER ACQ DOM2307,,5510061.34,-542704205.88,Martin,793,France,193817.63,0,1,0
5836,2011,0.5,RENT,1,Low,1,5000, 36 months,1,debt_consolidation,6,Low,1,Good Loan,0,8.9,A,1,17.59,5533.75,5000,0,158.77,409000005835,24-Jul-18,TRF TO  Indiaforensic SERVICES I,"5,000,000.00",,-547704205.88,Fleming,609,Spain,26793.82,0,1,0
5837,2011,4,RENT,1,Low,1,10225, 36 months,1,credit_card,1,High,2,Good Loan,0,14.65,C,3,20.54,12085.48,10225,0,352.71,409000005836,24-Jul-18,Indiaforensic VISA ACQ DOM240718,,2883729.75,-544820476.13,Roberts,618,Germany,32526.64,0,1,0
5838,2011,10,RENT,1,Low,1,15000, 60 months,2,debt_consolidation,6,High,2,Good Loan,0,19.91,E,5,18.35,19823.48,11368.33,0,396.66,409000005837,24-Jul-18,Indiaforensic RUPAY POS ACQ24071,,1539784.98,-543280691.15,Finch,850,France,824.00,0,1,0
5839,2011,10,MORTGAGE,3,Low,1,15000, 36 months,1,debt_consolidation,6,High,2,Good Loan,0,13.49,C,3,11.5,18318.98278,15000,0,508.96,409000005838,24-Jul-18,Indiaforensic MASTER ACQ DOM2407,,2551257.29,-540729433.86,Whitelegge,669,Spain,85250.77,0,1,0
5840,2011,2,MORTGAGE,3,High,3,17625, 60 months,2,other,4,High,2,Bad Loan,1,23.91,G,7,16.08,20896.16,8674.89,1679.28,506.12,409000005839,24-Jul-18,Indiaforensic VISA ACQ INT 20071,,101096.90,-540628336.96,Rooke,594,Germany,83508.93,0,1,0
5841,2011,6,RENT,1,Low,1,27500, 60 months,2,debt_consolidation,6,Low,1,Good Loan,0,12.69,B,2,17.23,28640.61,27500,0,621.36,409000005840,24-Jul-18,TRF TO  Indiaforensic SERVICES I,"5,000,000.00",,-545628336.96,Lu,616,Spain,173599.38,0,1,0
5842,2011,6.05,MORTGAGE,3,Low,1,20000, 60 months,2,debt_consolidation,6,High,2,Good Loan,0,22.06,F,6,16.76,32013.07878,20000,0,553.07,409000005841,24-Jul-18,TRF TO  Indiaforensic SERVICES I,"2,000,000.00",,-547628336.96,Marcelo,676,France,79342.31,0,1,0
5843,2011,3,RENT,1,Low,1,5000, 36 months,1,major_purchase,8,Low,1,Good Loan,0,7.51,A,1,0.97,5202.43,5000,0,155.56,409000005842,24-Jul-18,TRF TO  Indiaforensic SERVICES I,"500,000.00",,-548128336.96,Matthews,608,Spain,57600.66,0,1,0
5844,2011,10,MORTGAGE,3,Low,1,8500, 36 months,1,debt_consolidation,6,Low,1,Good Loan,0,6.03,A,1,9.81,9313.03856,8500,0,258.71,409000005843,24-Jul-18,Indiaforensic RUPAY POS C2 ACQ24,,426866.28,-547701470.68,Romani,710,France,56191.99,0,1,0
5845,2011,10,MORTGAGE,3,Low,1,8875, 36 months,1,debt_consolidation,6,Low,1,Bad Loan,1,7.9,A,1,19.43,3419.44,2491.39,366.72,277.71,409000005844,25-Jul-18,Indiaforensic MASTER ACQ DOM2507,,2581144.68,-545120326.00,Scott,695,France,6770.44,0,1,0
5846,2011,3,RENT,1,Low,1,3500, 36 months,1,debt_consolidation,6,Low,1,Good Loan,0,7.9,A,1,5.4,3648.31,3500,0,109.52,409000005845,25-Jul-18,Indiaforensic VISA ACQ DOM250718,,2762574.82,-542357751.18,Mao,530,Germany,101694.67,0,1,0
5847,2011,5,OWN,2,Low,1,20000, 60 months,2,debt_consolidation,6,High,2,Good Loan,0,20.3,E,5,20.34,26631.26,15118.75,0,533.23,409000005846,25-Jul-18,Indiaforensic RUPAY POS ACQ25071,,1625939.36,-540731811.82,Horsley,509,Spain,69113.14,0,1,0
5848,2011,1,MORTGAGE,3,Low,1,4200, 60 months,2,other,4,Low,1,Good Loan,0,8.9,A,1,14.59,4343.9,3361.18,0,86.99,409000005847,25-Jul-18,Indiaforensic RUPAY POS C2 ACQ25,,448779.81,-540283032.01,Goddard,517,France,172674.36,0,1,0
5849,2011,10,MORTGAGE,3,Low,1,10000, 36 months,1,debt_consolidation,6,Low,1,Good Loan,0,6.62,A,1,6.21,11052.20638,10000,0,307.04,409000005848,25-Jul-18,Indiaforensic VISA ACQ INT 21071,,1526.57,-540281505.44,Eskridge,758,Germany,26606.28,0,1,0
5850,2011,4,RENT,1,Low,1,16000, 36 months,1,major_purchase,8,Low,1,Good Loan,0,6.03,A,1,5.15,16569.89,16000,0,486.97,409000005849,25-Jul-18,Indiaforensic VISA ACQ INT 22071,,1971.86,-540279533.58,Smith,665,France,53353.36,0,1,0
5851,2011,3,MORTGAGE,3,Low,1,3600, 36 months,1,car,2,Low,1,Good Loan,0,6.03,A,1,15.24,3768.34,3600,0,109.57,409000005850,25-Jul-18,TRF TO  Indiaforensic SERVICES I,"5,000,000.00",,-545279533.58,Simpson,631,Germany,63747.51,0,1,0
5852,2011,0.5,OWN,2,Low,1,9000, 36 months,1,car,2,Low,1,Good Loan,0,9.91,B,2,8.88,10404.67931,9000,0,290.03,409000005851,25-Jul-18,TRF TO  Indiaforensic SERVICES I,"2,000,000.00",,-547279533.58,Oguejiofor,576,Spain,190112.05,0,1,0
5853,2011,2,RENT,1,Low,1,15250, 60 months,2,debt_consolidation,6,High,2,Good Loan,0,20.89,F,6,18.8,20551.49,11462.31,0,411.63,409000005852,25-Jul-18,TRF TO  Indiaforensic SERVICES I,"500,000.00",,-547779533.58,Holloway,544,Spain,110317.39,0,1,0
5854,2011,7,MORTGAGE,3,Low,1,13225, 60 months,2,debt_consolidation,6,Low,1,Good Loan,0,7.9,A,1,26.88,15856.94313,13225,0,267.53,409000005853,26-Jul-18,Indiaforensic VISA ACQ DOM260718,,2758537.59,-545020995.99,L?,596,Germany,148623.43,0,1,0
5855,2011,0.5,RENT,1,Low,1,5000, 36 months,1,credit_card,1,Low,1,Bad Loan,1,8.9,A,1,8.78,4075.82,3180.26,269.42,158.77,409000005854,26-Jul-18,Indiaforensic RUPAY POS ACQ26071,,1355705.29,-543665290.70,Feng,481,France,125253.46,0,1,0
5856,2011,10,RENT,1,Low,1,7200, 36 months,1,debt_consolidation,6,Low,1,Good Loan,0,12.69,B,2,13.41,8693.426835,7200,0,241.53,409000005855,26-Jul-18,Indiaforensic MASTER ACQ DOM2607,,1645851.20,-542019439.50,Claiborne,498,France,101954.78,0,1,0
5857,2011,5,OWN,2,Low,1,20000, 60 months,2,credit_card,1,Low,1,Good Loan,0,12.42,B,2,11.29,23159.4,20000,0,449.15,409000005856,26-Jul-18,Indiaforensic RUPAY POS C2 ACQ26,,479266.53,-541540172.97,Egobudike,512,Spain,168462.26,0,1,0
5858,2011,8,MORTGAGE,3,Low,1,14125, 36 months,1,debt_consolidation,6,Low,1,Good Loan,0,10.65,B,2,16.65,16561.56538,14125,0,460.1,409000005857,26-Jul-18,Indiaforensic VISA ACQ INT 24071,,2018.44,-541538154.53,Folliero,594,France,26215.85,0,1,0
5859,2011,10,MORTGAGE,3,Low,1,17000, 36 months,1,debt_consolidation,6,High,2,Good Loan,0,14.27,C,3,8.53,20480.97,17000,0,583.26,409000005858,26-Jul-18,TRF TO  Indiaforensic SERVICES I,"2,000,000.00",,-543538154.53,Bray,570,France,97045.32,0,1,0
5860,2011,10,MORTGAGE,3,Low,1,10000, 36 months,1,credit_card,1,High,2,Good Loan,0,16.29,D,4,7.61,12706.93408,10000,0,353.01,409000005859,26-Jul-18,Indiaforensic MASTER INT 250718,,7104.62,-543531049.91,Ibrahimov,721,Spain,53534.80,0,1,0
5861,2011,10,RENT,1,Low,1,11400, 36 months,1,debt_consolidation,6,High,2,Good Loan,0,17.58,D,4,7.75,14713.00113,11400,0,409.74,409000005860,26-Jul-18,TRF TO  Indiaforensic SERVICES I,"4,600,000.00",,-548131049.91,Carpenter,453,France,8949.20,0,1,0
5862,2011,5,RENT,1,Low,1,7000, 36 months,1,credit_card,1,Low,1,Good Loan,0,6.62,A,1,24.22,7751.242214,7000,0,214.93,409000005861,27-Jul-18,Indiaforensic MASTER ACQ DOM2707,,1858255.03,-546272794.88,Walsh,562,France,163116.75,0,1,0
5863,2011,5,MORTGAGE,3,Medium,2,25000, 60 months,2,debt_consolidation,6,Low,1,Good Loan,0,12.42,B,2,9.44,27212.45,25000,0,561.44,409000005862,27-Jul-18,TRF TO  Indiaforensic SERVICES I,"2,000,000.00",,-548272794.88,Woods,682,France,140745.91,0,1,0
5864,2011,3,RENT,1,Low,1,4000, 60 months,2,car,2,Low,1,Good Loan,0,11.71,B,2,13.17,4147.12,4000,0,88.4,409000005863,27-Jul-18,Indiaforensic RUPAY POS C2 ACQ27,,1203587.56,-547069207.32,Wu,748,France,171515.84,0,1,0
5865,2011,10,RENT,1,Low,1,6000, 36 months,1,vacation,11,Low,1,Good Loan,0,6.03,A,1,0.88,6452.98,6000,0,182.62,409000005864,27-Jul-18,Indiaforensic VISA ACQ DOM270718,,3035309.00,-544033898.32,Forbes,729,France,150803.44,0,1,0
5866,2011,10,MORTGAGE,3,Low,1,4000, 36 months,1,other,4,Low,1,Good Loan,0,6.62,A,1,24.33,4420.788578,4000,0,122.82,409000005865,27-Jul-18,Indiaforensic RUPAY POS ACQ27071,,1034933.71,-542998964.61,Lynch,663,France,76884.05,0,1,0
5867,2011,4,RENT,1,Low,1,5000, 36 months,1,small_business,3,Low,1,Good Loan,0,10.65,B,2,24.52,5604.37,5000,0,162.87,409000005866,27-Jul-18,TRF TO Indiaforensic SERVICES IN,"3,000,000.00",,-545998964.61,Amaechi,735,France,170454.93,0,1,0
5868,2011,0.5,MORTGAGE,3,Low,1,12000, 36 months,1,debt_consolidation,6,Low,1,Good Loan,0,11.71,B,2,17.11,13044.42,12000,0,396.92,409000005867,27-Jul-18,TRF TO Indiaforensic SERVICES IN,"1,000,000.00",,-546998964.61,Enriquez,627,Germany,143104.30,0,1,0
5869,2011,5,RENT,1,Low,1,12000, 36 months,1,debt_consolidation,6,High,2,Good Loan,0,16.29,D,4,1.96,15076.57767,12000,0,423.61,409000005868,27-Jul-18,TRF TO Indiaforensic SERVICES IN,"1,000,000.00",,-547998964.61,Y?an,713,France,55701.62,0,1,0
5870,2011,9,MORTGAGE,3,Low,1,12000, 36 months,1,other,4,Low,1,Good Loan,0,8.9,A,1,15.56,13716.15907,12000,0,381.04,409000005869,27-Jul-18,Indiaforensic MASTER INT 260718,,1017.24,-547997947.37,Brooks,562,Germany,186370.30,0,1,0
5871,2011,0.5,MORTGAGE,3,Low,1,12000, 60 months,2,debt_consolidation,6,High,2,Good Loan,0,15.27,C,3,16.44,16938.03444,12000,0,287.19,409000005870,30-Jul-18,Indiaforensic RUPAY POS ACQ28071,,853117.15,-547144830.22,Wang,632,France,24275.32,0,1,0
5872,2011,10,MORTGAGE,3,Low,1,15250, 60 months,2,debt_consolidation,6,Low,1,Good Loan,0,12.69,B,2,27.03,17213.94,11987.62,0,344.57,409000005871,30-Jul-18,Indiaforensic VISA ACQ INT 25071,,1010.97,-547143819.25,Burke,479,France,50774.81,0,1,0
5873,2011,8,RENT,1,Low,1,6000, 36 months,1,credit_card,1,Low,1,Good Loan,0,7.9,A,1,17.31,6596.99,6000,0,187.75,409000005872,30-Jul-18,Indiaforensic VISA ACQ DOM290718,,2972450.64,-544171368.61,Meng,658,Spain,154279.87,0,1,0
5874,2011,8,MORTGAGE,3,Low,1,16200, 36 months,1,debt_consolidation,6,High,2,Good Loan,0,14.65,C,3,9.33,18802.91,16200,0,558.81,409000005873,30-Jul-18,Indiaforensic RUPAY POS ACQ29071,,2133218.50,-542038150.11,Chiganu,598,France,68462.59,0,1,0
5875,2011,3,MORTGAGE,3,Low,1,10000, 36 months,1,medical,9,High,2,Good Loan,0,14.27,C,3,2.49,10774.76,10000,0,343.09,409000005874,30-Jul-18,Indiaforensic VISA ACQ DOM300718,,5436022.74,-536602127.37,Hunt,597,France,91036.74,0,1,0
5876,2011,10,RENT,1,Medium,2,6400, 36 months,1,debt_consolidation,6,Low,1,Good Loan,0,6.62,A,1,2.12,6871.13,6400,0,196.51,409000005875,30-Jul-18,Indiaforensic MASTER ACQ DOM3007,,4579311.04,-532022816.33,Lucchese,512,France,83681.97,0,1,0
5877,2011,8,RENT,1,Low,1,11000, 36 months,1,debt_consolidation,6,Low,1,Good Loan,0,9.91,B,2,13.2,12604.26,11000,0,354.48,409000005876,30-Jul-18,TRF TO  Indiaforensic SERVICES I,"5,000,000.00",,-537022816.33,Humphries,704,France,199484.96,0,1,0
5878,2011,10,RENT,1,Low,1,17000, 60 months,2,debt_consolidation,6,Low,1,Bad Loan,1,11.71,B,2,16.3,12368.91,6169.26,2609.81,375.67,409000005877,30-Jul-18,Indiaforensic RUPAY POS ACQ30071,,1946193.38,-535076622.95,Frolova,474,France,152491.22,0,1,0
5879,2011,10,RENT,1,Low,1,5500, 60 months,2,debt_consolidation,6,High,2,Good Loan,0,18.64,E,5,16.6,7616.583895,5500,0,141.59,409000005878,30-Jul-18,Indiaforensic RUPAY POS C2 ACQ30,,1293745.33,-533782877.62,Hsing,604,Germany,134875.37,0,1,0
5880,2011,2,MORTGAGE,3,Low,1,12800, 60 months,2,home_improvement,7,Low,1,Good Loan,0,12.69,B,2,11.97,14448.4,10061.98,0,289.22,409000005879,30-Jul-18,TRF TO  Indiaforensic SERVICES I,"11,200,000.00",,-544982877.62,Parkes,683,France,184366.14,0,1,0
5881,2011,5,MORTGAGE,3,Low,1,4800, 36 months,1,other,4,Low,1,Good Loan,0,7.51,A,1,20.75,5304.73,4800,0,149.34,409000005880,30-Jul-18,Indiaforensic VISA ACQ INT 26071,,509.09,-544982368.53,Gregory,537,France,189839.93,0,1,0
5882,2011,8,MORTGAGE,3,Medium,2,22000, 36 months,1,credit_card,1,Low,1,Good Loan,0,7.9,A,1,14.68,22558.19,22000,0,688.39,409000005881,30-Jul-18,TRF TO  Indiaforensic SERVICES I,"3,000,000.00",,-547982368.53,Obiuto,794,Spain,175643.44,0,1,0
5883,2011,10,MORTGAGE,3,Low,1,25000, 60 months,2,debt_consolidation,6,High,2,Bad Loan,1,21.67,F,6,12.75,32215.4,17103.65,0,685.8,409000005882,31-Jul-18,Indiaforensic MASTER ACQ DOM3107,,4254434.37,-543727934.16,Longo,732,France,3268.17,0,1,0
5884,2011,3,MORTGAGE,3,Low,1,2000, 36 months,1,home_improvement,7,Low,1,Good Loan,0,7.9,A,1,9.78,2013.37,2000,0,62.59,409000005883,31-Jul-18,Indiaforensic VISA ACQ DOM310718,,3440720.04,-540287214.12,Lombardo,495,France,47089.72,0,1,0
5885,2011,2,RENT,1,Low,1,2500, 36 months,1,other,4,High,2,Bad Loan,1,16.77,D,4,3.8,2430.53,1668.76,130.83,88.85,409000005884,31-Jul-18,Indiaforensic RUPAY POS ACQ31071,,1927006.77,-538360207.35,Lombardo,552,Germany,46562.02,0,1,0
5886,2011,10,MORTGAGE,3,Low,1,3000, 36 months,1,medical,9,High,2,Bad Loan,1,14.27,C,3,20.01,2357.5,1759.72,0,102.93,409000005885,31-Jul-18,TRF TO  Indiaforensic SERVICES I,"9,900,000.00",,-548260207.35,Gonzalez,602,France,62487.97,0,1,0
5887,2011,1,RENT,1,Low,1,5200, 60 months,2,credit_card,1,High,2,Bad Loan,1,17.27,D,4,19.4,1816.37,712.03,266.93,129.99,409000005886,31-Jul-18,Indiaforensic MASTER INT 300718,,2180.69,-548258026.66,Nwabugwu,607,Germany,181598.25,0,1,0
5888,2011,10,MORTGAGE,3,Low,1,22250, 60 months,2,house,12,High,2,Good Loan,0,18.25,D,4,18.19,30405.37303,22250,0,568.04,409000005887,31-Jul-18,Indiaforensic RUPAY POS C2 ACQ31,,556278.03,-547701748.63,Ford,675,Germany,64815.05,0,1,0
5889,2011,4,RENT,1,Low,1,12000, 60 months,2,debt_consolidation,6,High,2,Good Loan,0,19.91,E,5,23.31,16886.75705,12000,0,317.33,409000005888,31-Jul-18,Indiaforensic VISA ACQ INT 27071,,9517.48,-547692231.15,Gilleland,443,France,70196.23,0,1,0
5890,2011,1,RENT,1,Low,1,8000, 36 months,1,debt_consolidation,6,Low,1,Good Loan,0,6.03,A,1,5.2,8765.20704,8000,0,243.49,409000005889,1-Aug-18,Indiaforensic MASTER ACQ DOM0108,,334337.56,-547357893.59,Fullwood,727,France,160383.47,0,1,0
5891,2011,7,RENT,1,Low,1,6500, 60 months,2,car,2,Low,1,Good Loan,0,11.71,B,2,1.75,8291.548078,6500,0,143.64,409000005890,1-Aug-18,Indiaforensic VISA ACQ DOM010818,,3960856.97,-543397036.62,Kao,482,France,35848.12,0,1,0
5892,2011,10,MORTGAGE,3,Low,1,8000, 36 months,1,major_purchase,8,Low,1,Good Loan,0,7.9,A,1,5.29,8820.67,8000,0,250.33,409000005891,1-Aug-18,Indiaforensic RUPAY POS ACQ01081,,1134826.43,-542262210.19,Montalvo,686,France,87278.48,0,1,0
5893,2011,2,RENT,1,Low,1,17600, 60 months,2,debt_consolidation,6,High,2,Good Loan,0,16.77,D,4,23.27,21746.88,13556.94,0,435.24,409000005892,1-Aug-18,Indiaforensic RUPAY POS C2 ACQ01,,1632967.41,-540629242.78,Wilson,588,Germany,94498.82,0,1,0
5894,2011,5,OWN,2,Low,1,21000, 36 months,1,debt_consolidation,6,High,2,Good Loan,0,14.65,C,3,10.21,25612.24,21000,0,724.38,409000005893,1-Aug-18,Indiaforensic MASTER INT 310718,,1009.56,-540628233.22,Doyne,605,Spain,133486.36,0,1,0
5895,2011,4,MORTGAGE,3,Medium,2,24000, 36 months,1,debt_consolidation,6,High,2,Good Loan,0,13.49,C,3,21.48,27191.69,24000,0,814.34,409000005894,1-Aug-18,TRF TO  Indiaforensic SERVICES I,"1,600,000.00",,-542228233.22,Onwuamaeze,583,France,73107.60,0,1,0
5896,2011,10,MORTGAGE,3,Low,1,12000, 60 months,2,credit_card,1,Low,1,Good Loan,0,12.42,B,2,14.41,13470.58,9450.13,0,269.49,409000005895,1-Aug-18,TRF TO  Indiaforensic SERVICES I,"4,000,000.00",,-546228233.22,K'ung,738,Germany,195333.98,0,1,0
5897,2011,6.05,MORTGAGE,3,Low,1,8000, 36 months,1,other,4,Low,1,Good Loan,0,6.62,A,1,15.73,8841.451611,8000,0,245.63,409000005896,1-Aug-18,TRF TO  Indiaforensic SERVICES I,"2,000,000.00",,-548228233.22,O'Donnell,744,Spain,121525.48,0,1,0
5898,2011,10,MORTGAGE,3,Low,1,2400, 36 months,1,major_purchase,8,Low,1,Good Loan,0,9.91,B,2,10.95,2632.21,2400,0,77.34,409000005897,2-Aug-18,Indiaforensic VISA ACQ INT 28071,,2996.18,-548225237.04,McMillan,781,France,173843.21,0,1,0
5899,2011,4,RENT,1,Low,1,12000, 36 months,1,debt_consolidation,6,Low,1,Good Loan,0,6.62,A,1,23.49,13256.93338,12000,0,368.45,409000005898,2-Aug-18,Indiaforensic VISA ACQ DOM020818,,3278925.14,-544946311.90,Chinedum,699,France,185227.42,0,1,0
5900,2011,9,MORTGAGE,3,Low,1,3600, 36 months,1,medical,9,Low,1,Good Loan,0,7.51,A,1,21.82,3847.96,3600,0,112,409000005899,2-Aug-18,Indiaforensic RUPAY POS ACQ02081,,1570705.34,-543375606.56,Capon,639,France,125244.18,0,1,0
5901,2011,10,MORTGAGE,3,Medium,2,5600, 36 months,1,home_improvement,7,Low,1,Good Loan,0,6.62,A,1,14.58,5718.9,5600,0,171.95,409000005900,2-Aug-18,Indiaforensic MASTER ACQ DOM0208,,2364675.24,-541010931.32,Rawling,583,France,163113.41,0,1,0
5902,2011,0.5,RENT,1,Low,1,8000, 60 months,2,other,4,High,2,Good Loan,0,18.25,D,4,18.13,12076.51,8000,0,204.24,409000005901,2-Aug-18,Indiaforensic RUPAY POS C2 ACQ02,,558557.73,-540452373.59,Duncan,587,France,123006.91,0,1,0
5903,2011,10,MORTGAGE,3,Medium,2,35000, 60 months,2,debt_consolidation,6,High,2,Good Loan,0,14.27,C,3,11.23,40944.28,27306.59,0,819.3,409000005902,2-Aug-18,TRF TO  Indiaforensic SERVICES I,"7,200,000.00",,-547652373.59,Trevisani,694,France,40463.03,0,1,0
5904,2011,10,RENT,1,Low,1,16000, 60 months,2,debt_consolidation,6,High,2,Good Loan,0,15.96,C,3,16.62,22433.85824,16000,0,388.75,409000005903,2-Aug-18,Indiaforensic VISA ACQ INT 31071,,3369.39,-547649004.20,Ankudinova,570,France,131363.57,0,1,0
5905,2011,7,MORTGAGE,3,Medium,2,6000, 36 months,1,small_business,3,High,2,Good Loan,0,17.27,D,4,13.01,7029.76,6000,0,214.73,409000005904,2-Aug-18,Indiaforensic MASTER ACQ DOM0108,,2676548.96,-544972455.24,Balsillie,692,Germany,188305.85,0,1,0
5906,2011,10,RENT,1,Low,1,30000, 60 months,2,debt_consolidation,6,High,2,Good Loan,0,14.27,C,3,20.39,41399.85401,30000,0,702.26,409000005905,3-Aug-18,TRF TO  Indiaforensic SERVICES I,"3,000,000.00",,-547972455.24,Kerr,511,France,143994.86,0,1,0
5907,2011,0.5,MORTGAGE,3,Low,1,12000, 36 months,1,debt_consolidation,6,Low,1,Good Loan,0,12.42,B,2,19.99,14322.71659,12000,0,400.99,409000005906,3-Aug-18,Indiaforensic MASTER ACQ DOM0308,,2994466.06,-544977989.18,Worsnop,788,France,89368.59,0,1,0
